Repo,File,Function,Line,CCN,Grade,Priority
jeeves-core,jeeves_mission_system\services\debug_api.py,DebugAPIService,94,6,B,LOW
jeeves-core,jeeves_mission_system\services\debug_api.py,inspect_checkpoint,174,6,B,LOW
jeeves-core,jeeves_mission_system\services\debug_api.py,replay_from_checkpoint,219,6,B,LOW
jeeves-core,jeeves_mission_system\services\worker_coordinator.py,_process_loop,290,6,B,LOW
jeeves-core,jeeves_mission_system\tests\config\llm_config.py,get_llm_provider_type,41,6,B,LOW
jeeves-core,jeeves_mission_system\tests\contract\test_memory_contract_m1_canonical.py,test_canonical_to_embedding_lineage_traceable,191,6,B,LOW
jeeves-core,jeeves_mission_system\tests\contract\test_memory_contract_m1_canonical.py,test_updating_canonical_does_not_orphan_embeddings,242,6,B,LOW
jeeves-core,jeeves_mission_system\tests\contract\test_memory_contract_m2_events.py,TestM2Schema,301,6,B,LOW
jeeves-core,jeeves_mission_system\tests\e2e\test_distributed_mode.py,test_enqueue_and_dequeue_task,84,6,B,LOW
jeeves-core,jeeves_mission_system\tests\e2e\test_distributed_mode.py,TestBootstrapDistributedE2E,535,6,B,LOW
jeeves-core,jeeves_mission_system\tests\integration\test_api.py,test_ready_endpoint_healthy,117,6,B,LOW
jeeves-core,jeeves_mission_system\tests\integration\test_api.py,test_root_endpoint,131,6,B,LOW
jeeves-core,jeeves_mission_system\tests\integration\test_api.py,test_submit_request_success,145,6,B,LOW
jeeves-core,jeeves_mission_system\tests\integration\test_control_tower_resource_tracking.py,test_callback_invoked_on_completion,66,6,B,LOW
jeeves-core,jeeves_mission_system\tests\integration\test_governance_api.py,test_p5_deterministic_health_checks,281,6,B,LOW
jeeves-core,jeeves_mission_system\tests\integration\test_governance_api.py,test_l7_meta_memory_introspection,331,6,B,LOW
jeeves-core,jeeves_mission_system\tests\integration\test_governance_api.py,TestGovernanceFeatureFlags,354,6,B,LOW
jeeves-core,jeeves_mission_system\tests\integration\test_unwired_audit_phase2.py,test_distributed_infra_created_when_enabled,577,6,B,LOW
jeeves-core,jeeves_mission_system\tests\unit\test_bootstrap.py,TestAppContextCreation,71,6,B,LOW
jeeves-core,jeeves_mission_system\tests\unit\test_intent_prompts.py,test_prompts_have_no_empty_placeholders,147,6,B,LOW
jeeves-core,jeeves_mission_system\tests\unit\test_intent_prompts.py,TestPromptVersioning,202,6,B,LOW
jeeves-core,jeeves_mission_system\tests\unit\test_plan_triage.py,TestSummarizePlanForLogging,140,6,B,LOW
jeeves-core,jeeves_mission_system\tests\unit\test_plan_triage.py,TestKnownTools,174,6,B,LOW
jeeves-core,jeeves_mission_system\tests\unit\test_plan_triage.py,test_task_tools_present,177,6,B,LOW
jeeves-core,jeeves_mission_system\tests\unit\common\test_prompt_compression.py,test_stats_calculated_correctly,147,6,B,LOW
jeeves-core,jeeves_mission_system\tests\unit\services\test_chat_service.py,test_create_session,24,6,B,LOW
jeeves-core,jeeves_mission_system\tests\unit\services\test_health.py,test_liveness_check,34,6,B,LOW
jeeves-core,jeeves_protocols\agents.py,_determine_next_stage,322,6,B,LOW
jeeves-core,jeeves_protocols\config.py,PipelineConfig,88,6,B,LOW
jeeves-core,jeeves_protocols\grpc_client.py,connect,163,6,B,LOW
jeeves-core,jeeves_protocols\interrupts.py,from_db_row,154,6,B,LOW
jeeves-core,jeeves_protocols\utils.py,parse_lenient,94,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_config.py,TestAgentConfig,9,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_enums.py,TestRiskLevel,9,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_enums.py,TestLoopVerdict,91,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_enums.py,TestToolAccess,116,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_enums.py,test_operation_status_values,132,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_envelope.py,test_create_envelope_with_values,21,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_envelope.py,TestProcessingRecord,74,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_grpc_client.py,TestGrpcGoClientCheckBounds,336,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_grpc_client.py,test_check_bounds_can_continue,339,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_grpc_client.py,TestGrpcGoClientExecutePipeline,493,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_grpc_client.py,TestBoundsResult,589,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_grpc_client.py,test_bounds_result_creation,592,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_grpc_client.py,TestAgentResult,622,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_grpc_client.py,test_agent_result_success,625,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_grpc_client.py,TestExecutionEvent,658,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_grpc_client.py,test_execution_event_creation,661,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_memory.py,TestWorkingMemory,10,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_memory.py,test_create_working_memory,13,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_memory.py,test_focus_types,100,6,B,LOW
jeeves-core,jeeves_protocols\tests\unit\test_memory.py,TestEntityRef,111,6,B,LOW
jeeves-core,jeeves_shared\testing.py,is_running_in_docker,14,6,B,LOW
jeeves-core,jeeves_shared\testing.py,parse_postgres_url,41,6,B,LOW
jeeves-core,jeeves_shared\uuid_utils.py,uuid_str,43,6,B,LOW
jeeves-core,jeeves_memory_module\intent_classifier.py,IntentClassifier,50,6,B,LOW
jeeves-core,jeeves_memory_module\intent_classifier.py,classify,81,6,B,LOW
jeeves-core,jeeves_memory_module\adapters\sql_adapter.py,delete_item,315,6,B,LOW
jeeves-core,jeeves_memory_module\repositories\session_state_repository.py,add_referenced_entity,261,6,B,LOW
jeeves-core,jeeves_memory_module\repositories\trace_repository.py,complete,95,6,B,LOW
jeeves-core,jeeves_memory_module\services\chunk_service.py,chunk_and_store,70,6,B,LOW
jeeves-core,jeeves_memory_module\services\code_indexer.py,index_repository,325,6,B,LOW
jeeves-core,jeeves_memory_module\services\embedding_service.py,embed,75,6,B,LOW
jeeves-core,jeeves_memory_module\services\event_emitter.py,emit,247,6,B,LOW
jeeves-core,jeeves_memory_module\services\nli_service.py,NLIService,57,6,B,LOW
jeeves-core,jeeves_memory_module\services\tool_health_service.py,check_tool_health,180,6,B,LOW
jeeves-core,jeeves_memory_module\tests\unit\test_event_emitter_memory.py,TestMemoryStoredEvent,34,6,B,LOW
jeeves-core,jeeves_memory_module\tests\unit\test_event_emitter_memory.py,TestSessionStateChangedEvent,151,6,B,LOW
jeeves-core,jeeves_memory_module\tests\unit\test_event_emitter_memory.py,test_emits_event,176,6,B,LOW
jeeves-core,jeeves_memory_module\tests\unit\test_event_emitter_memory.py,test_emits_event,200,6,B,LOW
jeeves-core,jeeves_memory_module\tests\unit\test_intent_classifier.py,test_get_default_classification,264,6,B,LOW
jeeves-core,jeeves_memory_module\tests\unit\repositories\test_trace_repository.py,test_complete_trace,36,6,B,LOW
jeeves-core,jeeves_memory_module\tests\unit\repositories\test_trace_repository.py,test_to_dict,77,6,B,LOW
jeeves-core,jeeves_memory_module\tests\unit\repositories\test_trace_repository.py,test_get_agent_metrics,232,6,B,LOW
jeeves-core,jeeves_memory_module\tests\unit\services\test_embedding_service.py,test_embed_caching,40,6,B,LOW
jeeves-core,jeeves_memory_module\tests\unit\services\test_event_emitter.py,test_emit_task_created,76,6,B,LOW
jeeves-core,jeeves_memory_module\tests\unit\services\test_tool_health_service.py,test_check_tool_health_healthy,225,6,B,LOW
jeeves-core,jeeves_memory_module\tests\unit\services\test_tool_health_service.py,test_get_error_patterns_groups_by_type,475,6,B,LOW
jeeves-core,jeeves_memory_module\tests\unit\services\test_tool_health_service.py,test_get_dashboard_summary,524,6,B,LOW
jeeves-core,jeeves_memory_module\tests\unit\services\test_tool_health_service.py,TestStatusEnum,577,6,B,LOW
jeeves-core,jeeves_memory_module\tests\unit\services\test_tool_health_service.py,TestHealthReport,588,6,B,LOW
jeeves-core,jeeves_memory_module\tests\unit\services\test_tool_health_service.py,TestMetric,666,6,B,LOW
airframe,airframe\adapters\llama_server.py,_parse_sse_lines,32,6,B,LOW
airframe,airframe\adapters\llama_server.py,_build_payload,117,6,B,LOW
airframe,airframe\adapters\openai_chat.py,_parse_sse_lines,37,6,B,LOW
airframe,airframe\k8s\registry.py,_refresh_and_notify,79,6,B,LOW
airframe,airframe\k8s\registry.py,_parse_endpoints,117,6,B,LOW
airframe,tests\test_adapter_done.py,test_stream_done_emitted_once,19,6,B,LOW
airframe,tests\test_adapter_error.py,test_backend_http_error_emits_error_event,49,6,B,LOW
airframe,tests\test_k8s_registry.py,test_k8s_registry_invalid_json_keeps_last_good,139,6,B,LOW
airframe,tests\test_openai_adapter.py,test_build_payload_basic,51,6,B,LOW
jeeves-core,jeeves_avionics\wiring.py,_validate_params,143,5,A,OK
jeeves-core,jeeves_avionics\database\connection_manager.py,get_state_backend,256,5,A,OK
jeeves-core,jeeves_avionics\database\postgres_graph.py,PostgresGraphAdapter,31,5,A,OK
jeeves-core,jeeves_avionics\database\registry.py,create_database_client,112,5,A,OK
jeeves-core,jeeves_avionics\distributed\redis_bus.py,dequeue_task,129,5,A,OK
jeeves-core,jeeves_avionics\distributed\redis_bus.py,complete_task,198,5,A,OK
jeeves-core,jeeves_avionics\distributed\redis_bus.py,fail_task,241,5,A,OK
jeeves-core,jeeves_avionics\gateway\websocket.py,broadcast_to_clients,55,5,A,OK
jeeves-core,jeeves_avionics\gateway\websocket_manager.py,__init__,46,5,A,OK
jeeves-core,jeeves_avionics\gateway\routers\chat.py,get_session,807,5,A,OK
jeeves-core,jeeves_avionics\gateway\routers\chat.py,delete_session,886,5,A,OK
jeeves-core,jeeves_avionics\gateway\routers\chat.py,handle,364,5,A,OK
jeeves-core,jeeves_avionics\gateway\routers\chat.py,ClarificationHandler,390,5,A,OK
jeeves-core,jeeves_avionics\gateway\routers\health.py,get_health_summary,197,5,A,OK
jeeves-core,jeeves_avionics\interop\go_bridge.py,GoBridge,41,5,A,OK
jeeves-core,jeeves_avionics\interop\go_bridge.py,call,64,5,A,OK
jeeves-core,jeeves_avionics\llm\cost_calculator.py,CostCalculator,30,5,A,OK
jeeves-core,jeeves_avionics\llm\cost_calculator.py,get_pricing,178,5,A,OK
jeeves-core,jeeves_avionics\llm\gateway.py,LLMGateway,137,5,A,OK
jeeves-core,jeeves_avionics\llm\gateway.py,complete,208,5,A,OK
jeeves-core,jeeves_avionics\llm\providers\llamaserver_provider.py,health_check,233,5,A,OK
jeeves-core,jeeves_avionics\llm\providers\mock.py,_is_planner_prompt,78,5,A,OK
jeeves-core,jeeves_avionics\llm\providers\mock.py,_mock_validator_response,324,5,A,OK
jeeves-core,jeeves_avionics\middleware\rate_limit.py,RateLimitMiddleware,96,5,A,OK
jeeves-core,jeeves_avionics\middleware\rate_limit.py,check_rate_limit,126,5,A,OK
jeeves-core,jeeves_avionics\observability\otel_adapter.py,OpenTelemetryAdapter,177,5,A,OK
jeeves-core,jeeves_avionics\observability\otel_adapter.py,on_tool_executed,376,5,A,OK
jeeves-core,jeeves_avionics\observability\otel_adapter.py,set_attribute,460,5,A,OK
jeeves-core,jeeves_avionics\tests\fixtures\database.py,pg_test_db,93,5,A,OK
jeeves-core,jeeves_avionics\tests\fixtures\llm.py,generate,23,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_thresholds.py,TestPlanningThresholds,33,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_thresholds.py,test_meta_validator_thresholds,80,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,TestToolExecutor,315,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,TestResilientParameterTransformation,415,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,test_transform_resilient_params_transforms_keys,430,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,test_get_resilient_mapping,465,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\checkpoint\test_postgres_adapter.py,TestInitialization,56,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\checkpoint\test_postgres_adapter.py,TestListCheckpoints,293,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\checkpoint\test_postgres_adapter.py,TestDeleteCheckpoints,418,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\database\test_database.py,test_insert_request,43,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\distributed\test_redis_bus.py,TestFailTask,394,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\distributed\test_redis_bus.py,test_fail_task_with_retry,398,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\distributed\test_redis_bus.py,test_register_worker,521,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_chat.py,test_build_grpc_request_minimal,34,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_chat.py,test_build_grpc_request_with_mode,44,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_chat.py,test_is_internal_event_terminal,87,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_chat.py,test_handle_with_mode_config,109,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_chat.py,test_handle_without_mode_config,133,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_chat.py,test_handle_with_mode_config,145,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_chat.py,test_handle_confirmation,168,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_chat.py,test_registry_contains_all_handlers,212,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_chat.py,test_registry_handler_types,219,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_chat.py,TestEventCategoryClassification,227,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_chat.py,test_exact_match_pipeline_flow,262,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_main.py,TestAppCreation,62,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_main.py,TestHealthEndpoint,90,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_sse.py,test_format_dict_data,40,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_sse.py,test_format_none_fields,117,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_sse.py,test_merge_handles_fast_stream,381,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_sse.py,test_merge_handles_empty_stream,398,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_sse.py,test_merge_cancellation_cleanup,419,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_cost_calculator.py,test_get_pricing,178,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_llamaserver_provider_new.py,TestRefactoredLlamaServerProvider,10,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_llamaserver_provider_new.py,test_generate_tracks_cost,65,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_llm_providers.py,test_capability_registry_model_lookup,134,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_llm_providers.py,test_azure_configuration_in_settings,321,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_llm_providers.py,test_llamaserver_provider_initialization,824,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_provider_errors.py,test_mock_provider_streaming_yields_chunks,75,5,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_provider_errors.py,TestProviderCallCounting,250,5,A,OK
jeeves-core,jeeves_avionics\tools\catalog.py,ToolCatalogEntry,111,5,A,OK
jeeves-core,jeeves_avionics\webhooks\service.py,WebhookService,199,5,A,OK
jeeves-core,jeeves_mission_system\bootstrap.py,create_avionics_dependencies,290,5,A,OK
jeeves-core,jeeves_mission_system\capability_wiring.py,wire_capabilities,148,5,A,OK
jeeves-core,jeeves_mission_system\api\chat.py,update_session,219,5,A,OK
jeeves-core,jeeves_mission_system\api\health.py,_check_database,129,5,A,OK
jeeves-core,jeeves_mission_system\api\server.py,submit_confirmation,651,5,A,OK
jeeves-core,jeeves_mission_system\common\formatting\response_formatter.py,format_tool_results,72,5,A,OK
jeeves-core,jeeves_mission_system\events\bridge.py,EventBridge,24,5,A,OK
jeeves-core,jeeves_mission_system\orchestrator\events.py,_ensure_initialized,118,5,A,OK
jeeves-core,jeeves_mission_system\orchestrator\flow_service.py,FlowServicer,50,5,A,OK
jeeves-core,jeeves_mission_system\orchestrator\flow_service.py,GetSession,112,5,A,OK
jeeves-core,jeeves_mission_system\orchestrator\governance_service.py,GetToolHealth,169,5,A,OK
jeeves-core,jeeves_mission_system\prompts\core\registry.py,get,78,5,A,OK
jeeves-core,jeeves_mission_system\services\chat_service.py,ChatService,56,5,A,OK
jeeves-core,jeeves_mission_system\services\chat_service.py,edit_message,560,5,A,OK
jeeves-core,jeeves_mission_system\services\worker_coordinator.py,WorkerCoordinator,75,5,A,OK
jeeves-core,jeeves_mission_system\services\worker_coordinator.py,_heartbeat_loop,491,5,A,OK
jeeves-core,jeeves_mission_system\tests\config\services.py,is_postgres_available,86,5,A,OK
jeeves-core,jeeves_mission_system\tests\config\services.py,get_service_status_report,225,5,A,OK
jeeves-core,jeeves_mission_system\tests\contract\test_constitution_p2_reliability.py,TestP2ToolReliability,233,5,A,OK
jeeves-core,jeeves_mission_system\tests\contract\test_constitution_p2_reliability.py,test_tool_execution_failures_recorded,236,5,A,OK
jeeves-core,jeeves_mission_system\tests\contract\test_memory_contract_m2_events.py,test_occurred_at_has_default_now,376,5,A,OK
jeeves-core,jeeves_mission_system\tests\e2e\test_distributed_mode.py,TestRedisDistributedBusE2E,81,5,A,OK
jeeves-core,jeeves_mission_system\tests\e2e\test_distributed_mode.py,test_task_failure_and_retry,174,5,A,OK
jeeves-core,jeeves_mission_system\tests\e2e\test_distributed_mode.py,TestWorkerCoordinatorE2E,256,5,A,OK
jeeves-core,jeeves_mission_system\tests\e2e\test_distributed_mode.py,TestDistributedPipelineE2E,384,5,A,OK
jeeves-core,jeeves_mission_system\tests\e2e\test_distributed_mode.py,test_create_distributed_infrastructure_e2e,538,5,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\mocks\avionics_mocks.py,generate,24,5,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_api.py,test_app,45,5,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_api_ci.py,test_root_endpoint_sync,31,5,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_checkpoint_recovery.py,TestCheckpointPersistence,15,5,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_checkpoint_recovery.py,TestCheckpointRecovery,92,5,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_checkpoint_recovery.py,TestCheckpointIntegrity,187,5,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_control_tower_resource_tracking.py,TestLLMGatewayResourceCallback,63,5,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_gateway.py,TestGatewayHealth,68,5,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_gateway.py,test_root_endpoint,90,5,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_gateway.py,test_list_sessions_returns_empty,115,5,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_gateway.py,TestOpenAPISpec,199,5,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_governance_api.py,test_tool_endpoint_with_degraded_performance,225,5,A,OK
